Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32874,194952,226148.9023,NA,102142.75,NA,NA,NA,NA,82083.125,NA,79641.89286,85892,NA,NA,NA,215337.926,NA,346153,NA,140000,83889,93291,233333,178888,NA,231273.8907,182220,NA,136832.0424,123000,NA,128806,180484,287499,105000,227522.3593,NA,273071.2912,271840,250000,NA,NA,NA,174022,NA,NA,NA,NA,86999.3,NA,250410,NA,NA,,141519,203389.5433,NA,NA,NA,NA,227365.8343,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32905,196273,219306,NA,83333,NA,NA,NA,NA,87186.78125,NA,83571.07143,80294,NA,NA,NA,208399.1179,NA,338333,NA,116665.8333,77499,NA,187856,186363,NA,233655.5767,182630,NA,136021.2715,126900,NA,124545,180714,300877,102500,236377.2576,NA,259668.4321,273100,261607,NA,NA,NA,180294,NA,NA,NA,NA,84374.5625,NA,235760,NA,NA,,144965,211024.1146,NA,NA,NA,NA,234739.4572,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32933,194856,225162,NA,100000,NA,NA,NA,NA,83888.5,NA,88888,87758,NA,NA,NA,208134.8627,NA,358571,NA,111428,85909,NA,230555,180000,NA,242312.4975,179470,NA,135835.1774,127500,NA,127017,183701,290151,117692,216010.0363,NA,253300.9919,275500,260577,NA,NA,NA,178823,NA,NA,NA,NA,84210.10526,NA,240320,NA,NA,,141132,209286.0926,NA,NA,NA,NA,235336.5015,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32964,196111,229333,NA,107999.6,NA,NA,NA,NA,85428.02857,NA,83499.65,80323,NA,NA,NA,219003.9896,NA,359574,NA,133332.6667,84285,NA,238095,158571,NA,239380.4948,200000,NA,134629.0715,135500,NA,131485,181567,288725,112692,189245.5364,NA,217363.2252,274660,255263,NA,NA,NA,184117,NA,NA,NA,NA,88927.67857,NA,230620,NA,NA,,145707,210301.5894,NA,NA,NA,NA,233178.4961,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32994,195281,232291,NA,100000,NA,NA,NA,NA,88749.125,NA,79061.59375,86562,NA,NA,NA,209065.0242,NA,374999,NA,138749.0625,100000,NA,259375,187692,NA,256401.3846,194610,NA,140823.4717,138000,NA,130538,180794,282626,112778,199325.0545,NA,227608.8979,266670,262500,NA,NA,NA,185844,NA,NA,NA,NA,85999.4,NA,235320,NA,NA,,146060,210147.7479,NA,NA,NA,NA,235881.3616,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33025,194410,231250,NA,123043.3261,NA,NA,NA,NA,87999.2,NA,94545,87499,NA,NA,NA,210605.8957,NA,394185,NA,145999.7,92000,NA,190833,177332,NA,244364.4184,187600,NA,139951.6534,142000,NA,130769,186733,305738,112666,223021.3259,NA,269120.6234,276960,238461,NA,NA,NA,185333,NA,NA,NA,NA,88332.5,NA,242310,NA,NA,,147523,209926.8563,NA,NA,NA,NA,240385.7059,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33055,193088,232916,NA,113570.75,NA,NA,NA,NA,91346.01923,NA,107691.9231,88780,NA,NA,NA,225250.7141,NA,357291,NA,163999.8,116249,NA,196363,184166,NA,236108.8377,183890,NA,143126.6146,145000,NA,131481,185861,296195,106999,213109.5476,NA,234261.3732,273600,234722,NA,NA,NA,185333,NA,NA,NA,NA,94411.32353,NA,236920,NA,NA,,144931,208581.8037,NA,NA,NA,NA,241503.0036,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33086,192180,228467,NA,113332.6667,NA,NA,NA,NA,95178.05357,NA,94444,86477,NA,NA,NA,213478.4897,NA,365217,NA,143333.1667,97222,NA,208823,172499,NA,234907.6625,205450,NA,143827.1702,142000,NA,129601,185639,284523,118076,233726.9575,NA,210623.3537,273340,269078,NA,NA,NA,180270,NA,NA,NA,NA,92083.125,NA,231200,NA,NA,,145204,199723.973,NA,NA,NA,NA,237727.0819,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33117,189979,225000,NA,117499.125,NA,NA,NA,NA,92499.75,NA,93999.6,92812,NA,NA,NA,211552.0024,NA,337500,NA,147499.625,96999,NA,192000,177499,NA,226249.9547,189170,NA,144070.0834,139000,NA,126497,186272,278301,111667,206346.2285,NA,214462.4947,258060,256250,NA,NA,NA,182308,NA,NA,NA,NA,83749.625,NA,239930,NA,NA,,141080,193597.3464,NA,NA,NA,NA,225568.5774,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33147,187630,221093,NA,127142.5,NA,NA,NA,NA,96891.2027,NA,91249.875,87386,NA,NA,NA,207801.3843,NA,351851,NA,125999.7,105000,NA,192727,197777,NA,229611.7387,185710,NA,139775.1233,136700,NA,126666,179444,272500,122143,174676.8986,NA,214053.9855,253470,245833,NA,NA,NA,183414,NA,NA,NA,NA,90000,NA,238220,NA,NA,,141350,199908.7037,NA,NA,NA,NA,227917.1482,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33178,192020,226126,NA,117999.1,NA,NA,NA,NA,96052.02632,NA,88124.1875,87999,NA,NA,NA,202716.815,NA,330000,NA,148332.9167,106363,NA,209091,189090,NA,227481.4077,207890,NA,141311.3907,135500,NA,133596,176980,281249,119705,172781.8464,NA,223154.3584,257450,247916,NA,NA,NA,178153,NA,NA,NA,NA,87999.2,NA,231760,NA,NA,,143282,209053.1109,NA,NA,NA,NA,229791.4817,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33208,190375,218161,NA,125333.0667,NA,NA,NA,NA,87682.15854,NA,90555.5,84259,NA,NA,NA,212855.455,NA,325000,NA,131999.4,92500,NA,200000,185000,NA,228531.5842,184000,NA,139513.1318,130000,NA,127787,181470,272777,109374,194089.506,NA,228503.2569,254720,239062,NA,NA,NA,174615,NA,NA,NA,NA,72856.85714,NA,234910,NA,NA,,136050,200146.628,NA,NA,NA,NA,222261.1613,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33239,192054,216532,NA,118332.4167,NA,NA,NA,NA,97856.35714,NA,96666,87999,NA,NA,NA,197706.4138,NA,313461,NA,129999.5,95833,NA,209615,168333,NA,226792.8448,180000,NA,137570.7914,130700,NA,131428,182000,270161,108461,206321.0568,328889,213881.3328,247250,NA,NA,NA,NA,178461,NA,NA,NA,NA,84444,NA,225000,NA,NA,,141270,189214.3364,NA,NA,NA,NA,225891.8775,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33270,194806,222896,NA,121333.2667,NA,NA,NA,NA,96666,NA,89499.05,88333,NA,NA,NA,199157.205,NA,312500,NA,133332.6667,108749,NA,222500,170000,NA,226397.8823,172730,NA,134639.4659,131000,NA,130000,178888,270714,110000,203524.9521,285256,219147.9577,243870,253750,NA,NA,NA,182857,NA,NA,NA,NA,103181.6591,NA,228030,NA,NA,,138990,205010.3252,NA,NA,NA,NA,226188.3825,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33298,202666,221768,NA,122999.85,NA,NA,NA,NA,91363.5,NA,96874.3125,85370,NA,NA,NA,207939.6836,NA,350000,NA,146666.3333,102500,NA,193333,165555,NA,234876.5776,170910,NA,137606.5635,137000,NA,134416,183111,268055,112083,190807.9654,317910,248073.4835,248560,244230,NA,NA,NA,183469,NA,NA,NA,NA,91666.5,NA,223080,NA,NA,,144551,214681.4118,NA,NA,NA,NA,229262.0847,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33329,207718,233192,NA,118749.0625,NA,NA,NA,NA,92499.75,NA,105454.2727,89614,NA,NA,NA,213442.4526,NA,341666,NA,NA,109166,NA,235000,185000,NA,235077.5526,180000,NA,134523.7615,140000,NA,133377,183114,279941,120417,196248.3762,319101,276408.6292,262460,242499,NA,NA,NA,179195,NA,NA,NA,NA,95384.07692,NA,230730,NA,NA,,150138,221656.0748,NA,NA,NA,NA,231764.15,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33359,211001,239885,NA,127894.3421,NA,NA,NA,NA,98938.5,NA,105833.0417,89832,NA,NA,NA,218891.8504,NA,346938,NA,136665.8333,100000,NA,222580,181000,NA,240531.9178,171050,NA,139903.1697,139000,NA,134810,188732,280319,120000,197628.029,333474,225076.4811,268780,246527,NA,NA,NA,184038,NA,NA,NA,NA,92307.46154,NA,227360,NA,NA,,147136,221727.1714,NA,NA,NA,NA,244493.7483,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33390,206722,229129,NA,120714.25,NA,NA,NA,NA,97023.10714,NA,102499.875,91136,NA,NA,NA,224055.0428,NA,367021,NA,134999.25,103750,NA,189230,186666,NA,237572.948,187270,NA,141512.119,136800,NA,132513,188509,291666,120000,225433.0073,338938,252992.9884,277450,261538,NA,NA,NA,191607,NA,NA,NA,NA,90909,NA,241180,NA,NA,,145752,222285.3323,NA,NA,NA,NA,242687.1896,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33420,206069,234042,NA,113570.75,NA,NA,NA,NA,100232.5465,NA,110832.7917,94594,NA,NA,NA,230028.0389,NA,347272,NA,141999.9,104545,NA,227778,187272,NA,237555.3926,182220,NA,145494.7885,140000,NA,140294,190000,294339,123500,192916.4274,334183,241405.0017,268200,250000,NA,NA,NA,191304,NA,NA,NA,NA,93571.07143,NA,229230,NA,NA,,145670,226712.1688,NA,NA,NA,NA,242132.2262,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33451,200340,231551,NA,120499.975,NA,NA,NA,NA,98408.25,NA,103749.8125,95000,NA,NA,NA,220857.5244,NA,350000,NA,144285.5,112857,NA,216071,185384,NA,236436.7923,182140,NA,147167.095,139900,NA,132409,198522,286499,115999,208609.1021,356185,223946.7469,267250,253409,NA,NA,NA,195384,NA,NA,NA,NA,90000,NA,235380,NA,NA,,147180,216189.4546,NA,NA,NA,NA,234387.6559,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33482,197801,224811,NA,117856.25,NA,NA,NA,NA,98973.46154,NA,93333,94714,NA,NA,NA,231449.0699,NA,347368,NA,140000,101428,NA,181667,210000,NA,235668.0432,171670,NA,150449.4514,135000,NA,135063,181046,278921,125000,192589.343,327118,185123.6425,251220,256731,NA,NA,NA,196666,NA,NA,NA,NA,100000,NA,236140,NA,NA,,146590,208124.5142,NA,NA,NA,NA,234009.275,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33512,196021,221656,NA,98332.5,NA,NA,NA,NA,103695.4674,NA,110713.75,92000,NA,NA,NA,209255.5106,NA,342307,NA,113749.3125,96666,NA,195624,185000,NA,229203.1596,182500,NA,143245.0537,135000,NA,137631,183088,275862,124500,175512.6354,323750,229466.354,250000,238888,NA,NA,NA,190893,NA,NA,NA,NA,89229.84615,NA,232540,NA,NA,,145610,209950.3379,NA,NA,NA,NA,231508.9462,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33543,194192,221098,NA,120624.9688,NA,NA,NA,NA,97499.25,NA,104999.75,92045,NA,NA,NA,202237.2917,NA,367856,NA,180000,103571,NA,215000,200000,NA,234984.2754,170560,NA,147575.5491,130000,NA,132325,181639,282608,110455,188412.0658,331666,257453.3695,245980,249218,NA,NA,NA,190513,NA,NA,NA,NA,98213.46429,NA,228070,NA,NA,,145230,209350.9004,NA,NA,NA,NA,235117.7681,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33573,199452,228195,NA,124545.2273,NA,NA,NA,NA,93946.97368,NA,94999.5,89047,NA,NA,NA,222829.2352,NA,355882,NA,141666.5833,98928,NA,200000,183333,NA,239190.3695,167500,NA,138861.1779,135000,NA,134469,188817,279310,114285,189331.4037,310606,217757.0038,256250,240972,NA,NA,NA,197692,NA,NA,NA,NA,91666.5,NA,227220,NA,NA,,146520,211303.4388,NA,NA,NA,NA,232915.5137,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33604,196410,212500,NA,122307.5769,NA,NA,NA,NA,91363.5,NA,103333.1667,85833,NA,NA,NA,213951.0865,NA,346428,NA,131249.4375,108124,NA,200000,188571,NA,222302.183,179370,NA,142836.4403,134000,NA,136021,182978,267262,117999,218777.5158,300000,214115.7614,245060,255000,NA,111666.0833,NA,193548,114166,NA,NA,NA,95999.4,NA,225900,NA,NA,,144790,204851.7585,NA,NA,NA,NA,225646.8941,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33635,198220,213194,NA,128888.4444,NA,NA,NA,NA,99641.89286,NA,96110.5,89249,NA,NA,NA,207017.9806,NA,293478,NA,137999.1,107142,NA,182500,194999,NA,220655.0038,173330,NA,143201.9971,135000,NA,135342,177884,268750,116999,222113.7105,322807,247231.598,243370,247708,NA,74999.5,NA,195806,112857,NA,NA,NA,100000,NA,221200,NA,NA,,145280,214044.2398,NA,NA,NA,NA,229371.8333,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33664,200500,222837,NA,115453.7727,NA,NA,NA,NA,97570.67143,NA,104999.75,95799,NA,NA,NA,218844.3029,NA,364062,NA,143333.1667,108124,NA,216666,200000,NA,230395.3279,177500,NA,140770.0578,132500,NA,134592,187428,272222,111786,175300.3279,326190,249053.6413,251680,247115,NA,76249.375,NA,198666,116086,NA,NA,NA,102352.8235,NA,222340,NA,NA,,148830,217514.2922,NA,NA,NA,NA,233111.7757,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33695,198700,226946,NA,122692.1731,NA,NA,NA,NA,98224.98387,NA,110713.75,91750,NA,NA,NA,211762.3674,NA,315454,NA,144999.75,100667,NA,216304,189285,NA,226305.4183,165310,NA,137914.5919,133500,NA,138428,182727,281418,119444,175157.8962,300000,240990.301,254670,258593,NA,75999.4,NA,198867,115714,NA,NA,NA,96666,NA,228900,NA,NA,,149190,220183.6248,NA,NA,NA,NA,231790.6764,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33725,203420,221220,NA,117367.5526,NA,NA,NA,NA,101636.2818,NA,106874.6563,87592,NA,NA,NA,204440.0934,NA,350000,NA,138999.05,101500,NA,191000,185000,NA,237872.0072,184740,NA,140050.8788,132000,NA,136619,190481,277419,125357,180780.9749,324609,227995.1053,267120,243303,NA,84999.5,NA,205063,118999,NA,NA,NA,98570.57143,NA,221100,NA,NA,,146540,217746.8019,NA,NA,NA,NA,239576.3175,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33756,199460,229885,NA,122608.5652,NA,NA,NA,NA,103399.83,NA,112173.3043,87833,NA,NA,NA,211278.1333,NA,342045,NA,120000,102857,NA,193500,189090,NA,229516.1091,190000,NA,144140.7109,133000,NA,133521,182937,288207,115909,196843.7569,332692,253103.2711,256010,235000,NA,82856.85714,NA,207353,119486,NA,NA,NA,90000,NA,219910,NA,NA,,146990,218198.1569,NA,NA,NA,NA,238394.7637,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33786,199150,222153,NA,115554.7778,NA,NA,NA,NA,99826.60345,NA,109999.5,92353,NA,NA,NA,221819.5606,NA,350925,NA,126666.3333,105000,NA,200833,203125,NA,225313.0717,176250,NA,146234.0781,132000,NA,137449,188218,275819,117727,185883.3457,336315,240191.9327,253540,243478,NA,101111.0556,NA,195686,113600,NA,NA,NA,95499.45,NA,234460,NA,NA,,145590,216777.0791,NA,NA,NA,NA,241488.1517,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33817,194670,223511,NA,111578.3684,NA,NA,NA,NA,96963.58929,NA,109166.2083,91842,NA,NA,NA,212099.293,NA,369736,NA,135999.2,106666,NA,188999,185714,NA,228781.3412,185000,NA,142936.8342,132000,NA,134537,178986,279166,112143,183529.218,320513,248488.3721,242810,225694,NA,90000,NA,197599,114838,NA,NA,NA,100434.7609,NA,228400,NA,NA,,147840,208580.3827,NA,NA,NA,NA,236351.722,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33848,195840,219496,NA,120588.2059,NA,NA,NA,NA,107368.0526,NA,111666.0833,97083,NA,NA,NA,212738.0624,NA,320238,NA,111110.5556,99374,NA,193333,186666,NA,224886.294,165560,NA,146805.5913,131200,NA,132948,185909,276666,110556,179841.5193,316316,225047.153,244750,245237,NA,88332.5,NA,198490,115869,NA,NA,NA,91666.5,NA,219190,NA,NA,,140770,203014.3478,NA,NA,NA,NA,232734.0044,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33878,194000,214925,NA,118124.0938,NA,NA,NA,NA,104126.7778,NA,110832.7917,90588,NA,NA,NA,201149.0784,NA,333333,NA,116665.8333,97777,NA,186470,192222,NA,221800.095,169050,NA,141658.7998,130000,NA,136829,182313,265151,118333,189278.7011,315555,239314.5127,243530,247595,NA,90000,NA,199761,117825,NA,NA,NA,98999.1,NA,214120,NA,NA,,146160,205574.5421,NA,NA,NA,NA,232588.5511,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33909,189670,217514,NA,127646.6765,NA,NA,NA,NA,96606.48214,NA,115651.3913,96666,NA,NA,NA,207082.9817,NA,330909,NA,140000,89582,NA,187646,188333,NA,221393.9886,171250,NA,143192.8573,130000,NA,136703,181709,258019,115416,177853.1381,323500,217575.6035,239620,234166,NA,83333,NA,195000,115773,NA,NA,NA,96666,NA,221340,NA,NA,,146130,216946.0292,NA,NA,NA,NA,235575.7824,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33939,193330,222321,NA,109499.525,NA,NA,NA,NA,94482.31034,NA,105789.1842,92000,NA,NA,NA,214005.228,NA,338000,NA,137999.1,110769,NA,193333,173749,NA,226062.6,162630,NA,138242.9457,132500,NA,134562,180571,258807,107499,181857.1376,303571,208607.7172,253130,222825,NA,100000,NA,201712,113721,NA,NA,NA,94499.55,NA,217050,NA,NA,,141180,206924.134,NA,NA,NA,NA,230941.2886,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33970,191670,209583,NA,113332.6667,NA,NA,NA,NA,94444,NA,109999.5,86071,NA,NA,NA,207810.4656,NA,310294,NA,120000,106999,NA,185000,177999,NA,213493.9471,174170,NA,131548.4891,129200,NA,135444,174895,258772,113333,196819.8793,312903,224104.4609,246000,244530,NA,79165.75,NA,194411,96818,NA,NA,NA,95999.4,NA,203670,NA,NA,,140450,205932.4901,NA,NA,NA,NA,232936.8453,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34001,187440,201699,NA,113999.3,NA,NA,NA,NA,98999.1,NA,114443.7222,84000,NA,NA,NA,195680.9841,NA,323333,NA,120000,90833,NA,209615,188750,NA,210185.5159,154610,NA,137423.5023,125500,NA,135000,176960,251667,114285,179858.1535,310000,256471.4764,242240,243269,NA,84999.5,NA,191290,113611,NA,NA,NA,109999.5,NA,202660,NA,NA,,142580,204997.9342,NA,NA,NA,NA,226437.9297,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34029,189130,216313,NA,110999.45,NA,NA,NA,NA,95178.05357,NA,104999.75,85000,NA,NA,NA,198013.2092,NA,330263,NA,123333.1667,87777,NA,219642,174999,NA,213593.1038,175000,NA,136931.957,130000,NA,139422,173481,266101,108333,192204.5171,313855,219074.0567,243510,230921,NA,80000,NA,190500,116341,NA,NA,NA,87306.96154,NA,215290,NA,NA,,144060,206555.6988,NA,NA,NA,NA,230008.3789,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34060,192600,219999,NA,114999.25,NA,NA,NA,NA,96363,NA,115713.5,91458,NA,NA,NA,197547.3776,NA,315625,NA,114544.7273,104285,NA,203676,185000,NA,207998.3554,160000,NA,131011.5559,130000,NA,132745,177710,265530,118420,176130.4604,306044,244276.2254,242740,237121,NA,94999.5,NA,195365,117096,NA,NA,NA,94230.34615,NA,213280,NA,NA,,144480,213719.2065,NA,NA,NA,NA,226602.6366,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34090,188850,219897,NA,129166.2083,NA,NA,NA,NA,99472.73684,NA,117618.1667,91333,NA,NA,NA,188159.3401,NA,333750,NA,134999.25,97083,NA,196428,187777,NA,216382.7293,172380,NA,139332.3134,131310,NA,138022,178787,258846,119614,161560.224,300000,177855.4988,243450,231060,NA,81666.5,NA,201415,110370,NA,NA,NA,87332.6,NA,210960,NA,NA,,144170,209050.1938,NA,NA,NA,NA,233740.8854,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34121,188650,228279,NA,107499.625,NA,NA,NA,NA,94332.9,NA,111817.5909,95767,NA,NA,NA,198427.6584,NA,354081,NA,143333.1667,95000,NA,195833,194285,NA,214806.1995,170880,NA,140434.5828,125600,NA,134076,180937,267021,108234,183831.243,306604,244588.5335,247920,237209,NA,102727.1364,NA,203731,117045,NA,NA,NA,102380.8333,NA,223450,NA,NA,,143900,201842.8188,NA,NA,NA,NA,238267.676,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34151,190540,215408,NA,114209.8158,NA,NA,NA,NA,102499.875,NA,109999.5,95294,NA,NA,NA,209131.8018,NA,332291,NA,129999.5,92000,NA,218749,187143,NA,212721.2476,169120,NA,143932.0085,132000,NA,139249,176874,259052,115999,187469.308,296950,230487.3807,256250,240686,NA,88999.1,NA,201235,115909,NA,NA,NA,90000,NA,209600,NA,NA,,141980,208238.2706,NA,NA,NA,NA,233733.9936,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34182,189010,223888,NA,124761.6667,NA,NA,NA,NA,98749.125,NA,107499.625,89848,NA,NA,NA,205318.8816,NA,342727,NA,154999.25,95384,NA,189285,177332,NA,215264.226,182220,NA,140213.4753,126500,NA,137130,179624,259052,105000,185600.1971,304255,214666.0269,250630,235606,NA,108888.4444,NA,199564,118461,NA,NA,NA,95499.45,NA,223630,NA,NA,,147780,207131.8392,NA,NA,NA,NA,233880.5366,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34213,186740,212005,NA,123599.82,NA,NA,NA,NA,101551.6466,NA,110624.4688,98946,NA,NA,NA,204656.3749,NA,340196,NA,136249.1875,97916,NA,209722,186250,NA,213515.9143,176800,NA,137651.9282,125000,NA,134545,173267,258019,111111,176542.811,315464,228774.7559,247900,245454,NA,84999.5,NA,192941,115250,NA,NA,NA,97940.38235,NA,210490,NA,NA,,147090,192039.1058,NA,NA,NA,NA,229724.7324,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34243,185920,208918,NA,119472.7105,NA,NA,NA,NA,100588.2059,NA,121666.5833,88408,NA,NA,NA,196761.9236,NA,334782,NA,140000,100000,NA,180833,167500,NA,208686.6508,168260,NA,135952.7416,128000,NA,133723,181805,262500,115000,170396.7084,314204,222326.4388,242250,232692,NA,103333.1667,NA,194561,114042,NA,NA,NA,97999.2,NA,208400,NA,NA,,141700,197834.9293,NA,NA,NA,NA,228930.785,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34274,184700,215714,NA,114165.9583,NA,NA,NA,NA,100476.1667,NA,114999.25,91400,NA,NA,NA,192945.086,NA,348000,NA,129999.5,97692,NA,200000,182500,NA,215247.18,166000,NA,138110.1338,124900,NA,135904,174041,263983,114062,185670.4718,296785,205673.2966,248930,238513,NA,72499.75,NA,193333,114736,NA,NA,NA,105199.74,NA,205170,NA,NA,,147770,199674.7922,NA,NA,NA,NA,242870.0539,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34304,184980,207994,NA,108888.4444,NA,NA,NA,NA,101562.4219,NA,108823.0882,92812,NA,NA,NA,201133.8278,NA,324166,NA,133635.6818,103529,NA,198285,197999,NA,213687.5696,165850,NA,134093.3714,126000,NA,133278,175624,265384,113235,169842.6718,296801,206951.2148,249360,227128,NA,88499.15,NA,192909,111346,NA,NA,NA,97058.11765,NA,205590,NA,NA,,146320,192622.7969,NA,NA,NA,NA,230708.092,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34335,183046,207822,NA,122142.75,NA,NA,NA,NA,121093.6953,NA,118180.9091,87954,NA,90000,NA,194086.201,NA,314815,NA,140000,92142.64286,NA,222499,188888.4444,NA,195031.269,173332.6667,NA,132347.3287,125000,NA,135973,175078,255435,113889,192359.057,320454,213708.0594,245813,227083,NA,74999.5,147999.6,181739,109705,NA,NA,NA,97999.2,NA,204880,NA,NA,,143720,190229.0301,NA,NA,NA,NA,231828.5287,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34366,182258,204389,NA,115999.2,NA,NA,NA,NA,106333.0167,NA,102666.5333,89523,NA,103749.8125,NA,184741.1604,NA,348333,NA,120000,84444,NA,214772,178420.1316,NA,192535.0331,157999.1,NA,136215.9415,124000,NA,132112,176060,251136,104411,179424.7815,291249,258158.7586,249580,226351,NA,64999.5,137726.3864,191667,113000,NA,NA,NA,98332.5,NA,204330,NA,NA,,143960,197937.2685,NA,NA,NA,NA,234172.8071,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
