Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39266,587560,696330,314285.5714,323683.9737,331817.8636,685650,NA,NA,286493.523,300000,329999.7,273000,232811.8438,286537.7308,NA,610196.0545,NA,984154,350000,553571.2143,285713.5714,449999.5,685000,704544.6364,434210.1842,740195.1176,451973.1645,NA,402222.2,346217,532000,310512.7154,601731,935897,371559,596518.6013,1002000,878124.4875,852500,777500,290276.9722,271874.5625,446824.9286,596456,336324,291666,NA,NA,238724.7157,357691.7308,682926,NA,235714,,440220,572567.583,801000,NA,NA,368435.0698,779210,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39297,588670,703180,333333,293547.5161,379165.875,649860,NA,NA,271066.9944,241666,312962.8333,270000,231666.0333,243749.125,NA,618652.2783,NA,1064285,474999,431249.6875,250000,583333,777000,673386.4032,389654.2759,740540.9601,431060.2955,NA,402040.7959,332509,560000,311961.6029,595070,943548,352475,602082.925,945000,805555.3333,850000,780000,264102.2821,207142.7143,417346.7653,597826,326259,274166,NA,NA,235936.7813,339130.0435,669871,NA,244999,,429330,560203.0909,802500,NA,NA,367805.0773,757560,550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39328,535760,662560,294999.1,294229.8846,342856.7143,600960,NA,NA,271773.7581,225000,340384.2115,260000,233927.8929,280554.9444,NA,625811.6045,NA,1019231,350000,380768.4231,241175.6471,750000,672950,572368.1316,437499.625,714886.7809,426612.6371,NA,381867.3132,325550,525000,287499.25,560844,891826,NA,533333.2,908717,721152.9615,845000,702500,264422.7885,224999.5,407692.2308,580592,NA,276666,NA,NA,228722.8298,340624.5938,681817,NA,237499,,412040,517187.4313,750000,NA,NA,349628.2166,724070,515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39356,501730,658420,324999.75,288749.225,370832.625,569890,NA,NA,257246.2319,200000,308695.5652,254500,213888.6111,234999.3,NA,518300.0898,NA,1023809,383333,449999.5,241175.6471,500000,620000,640624.4375,424999.75,699012.3618,410483.7661,NA,361872.291,309362,450000,284847.7879,539062,913043,NA,584301.9884,1020000,786764.5588,865000,732500,255263.0526,209090.7273,379628.8333,527397,NA,267187,193332.6667,NA,231249.375,326315.5263,650568,NA,231818,,422620,476962.5812,770000,NA,NA,336130.1748,738870,479000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39387,490511,659550,331817.8636,296874.0625,346153.3846,530900,NA,NA,249602.1825,200000,302173.8913,247450,229411.1765,232499.35,NA,483778.3826,NA,1039773,350000,400000,241249.175,1000000,590000,618749.525,434615.0385,695311.7188,381175.6588,NA,347856.6643,299237,417000,298234.3294,535776,953124,NA,462856.5143,900000,742186.5313,850500,727500,257142.7143,245832.4167,371428,503846,NA,243749,237499.25,NA,219736.4474,308333.25,623511,NA,231249,,410960,465980.5388,742250,NA,NA,329175.6548,721430,459450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39417,480820,616220,283332.6667,297057.8824,364999.35,491180,NA,NA,264178.8209,300000,307692.2308,240000,229999.4,247221.2778,NA,505576.9421,NA,951922,300000,369999.3,224999.5,624999.5,584500,557692.0769,407692.2308,656441.092,375280.1461,NA,345597.0283,285139,417000,258437.3313,495497,856770,NA,534374.8625,875000,493749.0625,797000,729000,248570.4571,254999.9,372656,477083,NA,232692,244999.1,NA,211029.1912,294999.1,604729,NA,215384,,389760,455071.913,725000,NA,NA,318779.7165,667380,440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39448,427200,561360,259374.8125,303124.9688,291665.8333,476610,NA,NA,239284.9286,194999,291665.8333,230000,222916.2083,217856.7857,NA,464334.9039,247726.3182,1062500,300000,406249.9375,220312.0938,708332.5,505000,500000,395453.5909,630655.586,363767.4783,NA,320158.5286,258230,411000,257646.9059,482417,921296,NA,556451.3871,875000,508928.5357,750000,606000,239999.2,200000,321428,510870,NA,242187,189999.5,NA,193528.7353,314999.85,590384,NA,223529,,371190,411997.3675,610000,NA,NA,298497.2633,627390,416250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39479,418260,556300,289999.2,271874.5625,357142.2857,432890,NA,NA,242956.8873,225000,317499.825,235000,209999.8,214999.7,NA,442891.894,274999.5,964285,562500,294999.1,200000,583333,500000,569444.1667,384999.15,621982.2707,360848.4481,NA,315051.7526,258680,370000,233404.5043,450707,879032,NA,496152.8846,910950,515624.9375,780000,685000,263333.0667,189999.5,338793,447435,NA,235526,189999.5,NA,210344.6207,264999.7,520270,NA,227083,,367540,417616.4041,650000,NA,NA,286436.5182,623310,418000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39508,414520,569370,289999.2,256249.875,349999.5,397310,NA,NA,234510.1793,174999,296589.9773,220000,200000,222726.8182,NA,396023.8636,250000,944444,400000,433333,204629.537,624999.5,430000,489999.1,392499.075,601890.3487,374335.5398,NA,298186.0592,258458,359900,232464.6285,447500,930232,NA,473528.6765,905000,606481.0556,810000,645618,237499.25,220832.9167,341139,450000,NA,227499,193332.6667,NA,197332.4667,280768.6154,504213,NA,184444,,361120,390007.4611,590000,NA,NA,279022.408,609690,399000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39539,404590,537990,307142.7857,279999.4,313636.2273,385310,NA,NA,234301.6395,225000,295832.4167,209950,214062.2188,212499.75,NA,397049.6598,226785.1786,1029762,350000,349999.5,181999.9,791666.5,399900,492104.3421,400000,592488.4193,365579.0543,NA,291496.2631,235942,402450,225842.1798,442811.0735,928977,NA,464129.7935,872500,541666.5,752500,675000,243102.5862,239999.2,327358,450000,NA,219047,187999.6,NA,182352.8235,289999.2,496534,NA,183750,,363660,385802.4207,585000,NA,NA,272019.4272,589980,395000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39569,386620,528890,266666.3333,288460.7692,309090.8182,390730,NA,NA,214648.1445,270833,309999.9,205500,202083.2917,241665.8333,NA,368059.1326,231249.375,1120370,275000,356249.4375,160769.1923,1124999.5,358000,494735.8947,373683.4737,575531.6128,356883.4891,NA,277071.9974,233229,335000,214999.7,443585.0905,908928,NA,470967.0323,850000,428947.0789,769650,617500,237194.378,218749.625,302500,436781,NA,198749,216071.1071,NA,195925.1296,306249.9375,487790,NA,196153,,360850,369129.4963,487500,NA,NA,255571.3171,582580,379000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39600,373100,536310,287499.25,288749.225,316666.5,368260,NA,NA,211723.9034,150000,312857.0143,200000,210526.1053,234090.2273,NA,386403.3805,221874.5625,1060345,333333,412499.875,166086.6522,1062499.75,359900,452940.6471,369564.5217,563958.8881,358999.41,NA,269212.5787,220633,309000,204585.7071,418828.9256,841101,NA,505769.2077,880750,465383.9615,740000,610000,233107.4459,208333.1667,302752,407792,NA,210000,174999.25,NA,185333.0667,286110.3889,480434,NA,186250,,330500,358805.9314,510000,NA,NA,251116.0491,560050,365000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39630,355000,526000,300000,261363.4091,269999.6,350920,NA,NA,200719.4101,133333,294641.9643,190000,226086.4348,215624.6875,NA,386127.8622,211904.5238,1016304,350000,337499.625,151388.3194,449999.5,324000,456817.6136,373528.6765,545119.5249,354827.0379,NA,248427.3222,219147,320000,196609.339,408730.0714,876712,NA,473749.2625,794500,520161.2097,706500,611000,237878.0303,193332.6667,279779,396483,NA,207000,187142.5,NA,190666.1333,293749.125,474999,NA,180667,,338960,344494.9679,420000,NA,NA,233169.0421,529210,350700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39661,352730,470250,262499.75,272221.7778,269444.0556,320050,NA,NA,189505.6975,170000,293332.4667,180000,204687.4063,218749.625,NA,381735.9139,185833.0417,929999,250000,322222,134761.1667,624999.5,302000,455881.7941,349999.5,524594.2221,346574.8767,NA,237780.1433,220894,312500,190666.1333,388712.193,854545,NA,431578.6316,787500,439999.6,650000,582000,231632.0204,208333.1667,267592,382945,NA,190714,158332.4167,NA,173703.0185,285293.4118,478408,NA,163333,,304220,327374.7263,400000,NA,NA,222982.3446,481460,335000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39692,319310,427040,252499.95,251470.5588,268749.625,294790,NA,NA,178764.4938,225000,300000,175000,194544.7273,189999.5,NA,385268.8524,174705.1471,899390,325000,344999.55,132307.0769,624999.5,280000,415908.9318,335713.9286,502647.0482,339596.9195,NA,229125.2345,195902,320250,177301.7664,378759.375,788043,NA,393876.6122,752625,371427.8571,600000,475000,210464.907,197999.1,264935,362773,NA,185384,131249.4375,NA,166333.0167,328571.1429,431771,NA,166470,,288930,297672.0776,371985,NA,NA,212790.4419,424870,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39722,307210,405400,291665.8333,256578.8158,247499.05,281820,NA,NA,174482.0345,173333,283332.6667,160000,193332.6667,196362.8182,NA,336763.7616,175999.2,932291,316667,357142.2857,122187.3906,624999.5,285000,419047.4286,298610.1389,497642.1212,324999.75,NA,221869.6721,196917,275000,171807.3192,365577.7024,748238,NA,411956.4022,713688,354166.125,549940,500000,213333.0667,231249.375,250641,362999,NA,185555,149999.5,NA,169999.5,276666.1333,427647,NA,166923,,277590,291460.158,345000,NA,NA,205666.9469,404190,304000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39753,287880,390270,224999.5,268749.625,228124.4375,273140,NA,NA,160298.4925,105000,284374.3125,151150,202499.95,186666.3333,NA,314305.0512,167499.625,869318,262500,319999.8,126315.4737,562499.75,275000,389472.7895,333333,462226.452,321428.3571,NA,210720.8482,184762,299950,167017.193,345386.0798,747726,NA,369642.1607,659500,300000,515000,437000,211110.8889,250000,236688,336725,NA,174545,153999.3,NA,158999.05,228845.5769,382588,NA,150909,,242670,276055.1411,320000,NA,NA,196818.7309,379730,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39783,283060,368240,261110.8889,255952.2619,254166.5833,253790,NA,NA,157499.125,170000,262499.75,147000,176665.8333,163999.8,NA,318075.3516,160000,704545,325000,250000,115332.5667,449999.5,255000,393477.3261,321428.3571,453523.6938,318571.2429,NA,201751.2785,181655,276950,156478.0493,346597.4722,711363,NA,383332.5,600000,352173.3913,512450,455000,205555.4444,189999.5,217941,338983,NA,171874,180000,NA,143124.8438,261110.8889,370754,NA,159090,,242320,264177.5688,313000,NA,NA,186107.479,359910,275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39814,249960,324170,216666.3333,247726.3182,231249.375,231250,189999.5,329411.4706,145199.74,163333,276561.9688,126400,186249.6875,171666.0833,NA,285798.295,170666.1333,778408.9773,350000,266666.3333,114137.2241,812499.75,230000,387499.125,316666.5,442168.253,286573.3426,NA,189903.351,167967.0813,265000,138605.1303,332194.8,635638,157199.14,388460.6538,551000,297915.7083,450000,450000,206578.8158,173332.6667,206034.3621,325999.74,143586.7772,163750,120000,NA,131723.5517,237499.25,364534.2384,247221.2778,150000,,226360,234820.7321,288450,159302.2363,NA,168485.29,328680,249000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39845,245230,327370,206249.875,238157.1316,229999.4,224620,180000,349999.5,133870.2742,150000,279999.4,130000,160000,160000,NA,267829.5216,163636.1818,702380.1429,233333,274999.5,101499.925,624999.5,210000,318181.6364,288888.1111,456988.6774,308088.1544,NA,184677.1855,168099.595,255000,135527.1739,332886.5759,717390,153881.6588,363157.2632,562500,331249.6875,445000,380000,205999.88,184999.75,204779.3162,312337.539,138704.9471,154444,154999.25,NA,131738.5435,234999.3,359632.4312,208333.1667,143636,,228460,239458.8019,275000,155473.1141,NA,167586.9222,321110,254900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39873,249790,316440,204166.5833,247499.05,181999.9,225820,140000,349999.5,144199.79,140000,259374.8125,136719,158332.4167,164285.5,NA,255665.2741,142857,699999.2,218750,250000,98076.11538,874999.5,217000,351350.8378,283332.6667,463003.033,292986.9451,NA,180043.1013,168652.0496,258500,131853.3399,326831.883,703124,149534.407,369999.3,576940,296589.9773,448750,400000,182499.875,189999.5,192285.1,330952.0714,136978.3177,147777,129999.5,NA,147072.8171,215277.4722,364918.7056,218749.625,154285,,222770,234840.8378,275000,153432.6117,NA,161501.2654,326840,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39904,253110,337100,186666.3333,238888.1111,177499.125,235030,274999.5,324390,135999.2,115999,274999.5,115000,184999.75,149999.5,NA,252775.6936,141999.9,831730.4423,225000,262499.75,109999.5,500000,212000,349999.5,300000,461032.2535,294033.2102,NA,171479.5704,167355.0041,250000,121684.6984,337221.85,712263,147053.2188,338888.5,610000,412499.875,465000,425000,211538,160000,185768.9423,319583.1375,133961.566,166956,153333,NA,123076.7692,224999.5,394544.5091,234781.913,142500,,227320,227367.2001,280000,152300.5694,NA,153388.352,346940,244000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39934,263440,374850,232142.2143,242306.8462,219444.0556,241960,250000,334523.4643,140000,165000,282352.2941,125000,163333.1667,153332.6667,NA,248851.2275,126363.3182,712499.15,180000,267856.7857,98042.67391,874999.5,203500,362120.5909,320833.125,496267.694,301648.3352,NA,171672.8857,179026.8264,251579,120406.0711,341666.25,765306,154711.908,367777.1,726500,302777.75,490000,452500,193333,180000,199676.4355,352550.4949,140879.0769,157499,140000,NA,131738.5435,247915.7083,415584.2597,277631.0263,149230,,238780,236780.8736,284900,161411.494,NA,150861.0757,374800,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39965,274640,405260,208333.1667,257999.84,243749.125,261840,254166.5833,348999.51,140263.1447,160000,263749.725,130000,171666.0833,148571,NA,286657.2452,151817.5909,835937.1563,241666,291665.8333,98749.125,687499.25,205000,385713.4286,300000,522749.909,293499.13,NA,178919.054,179938.0274,273950,123141.4358,362647.1277,789352,153010.1022,378570.6429,756250,405882.2941,550000,519000,190000,173999.3,193268.5673,338505.3621,139692.8929,166666,125000,NA,134736.1053,221874.5625,443845.7154,245534.8036,140000,,263190,246128.2476,310000,164271.6311,NA,155055.427,411590,260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39995,285310,397460,200000,267707.9792,171428,278820,200000,339215.2941,146706.9817,171666,266304.0217,133750,178887.9444,160000,NA,298718.696,149374.5313,762499.95,180000,258333.1667,110570.9,604166.25,230000,369642.1607,314285.5714,526669.6521,299037.4808,NA,184260.6565,181907.7993,239000,123526.3937,372645.0135,786972,164269.4494,406249.9375,755000,428124.7188,587000,535000,198499,166666.3333,209065.7527,365965.7269,141525.3475,161818,166666,NA,141891.7973,224999.5,456435.0792,306097.5,136153,,259710,252164.3536,340000,168502.6613,NA,158217.6164,433620,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40026,293400,392260,214285.4286,227631.0263,237499.25,276030,212499.75,314285.5714,149047.1667,165000,265475.881,133000,153999.3,145833.0417,NA,310956.9989,144999.75,834999.66,187500,218749.625,107585.8276,500000,235000,337096.4032,284614.6923,539979.5972,309259.1667,NA,183163.6836,188827.6836,272500,126703.5754,375706.1838,710843,160000,394564.2717,672500,380768.4231,555000,500000,203125,169999.5,210576.7115,361791.8349,139392.9697,170000,160000,NA,124761.6667,234374.3125,466196.5211,247412.8448,135384,,260430,257620.4616,334950,168507.5675,NA,158581.3494,411270,275000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40057,296610,432440,224999.5,245832.4167,264999.7,271960,156665.8333,294116.7647,151086.4022,183333,268420.6842,130000,174999.25,161428.5,NA,345597.3482,138822.5882,804166.45,256250,247726.3182,113792.4138,750000,230000,355555,294999.1,541088.9446,294009.5365,NA,183497.0929,180495.843,270000,129879.0241,386045.6512,736666,161477.1989,413792.9655,690000,434374.6563,553000,534000,192222,149999.5,207432.2838,352585.681,143110.9556,166842,157999,NA,131934.8871,250000,441666.25,246427.6429,157999,,270170,264023.4216,355000,167482.734,NA,160701.7193,429650,287000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40087,297500,427180,215624.6875,236110.3889,207142.7143,295440,194999.25,298025.3553,152840.267,146666,256578.8158,138000,156249.1875,149999.5,NA,308280.3166,144666.4333,769736.7632,225000,287499.25,108386.6774,449999.5,240000,377271.9545,272916.2083,526841.9979,294999.1,NA,186256.6704,185891.1783,273000,131578.3684,378539.9871,766827,171298.1364,379165.875,702000,423076.6923,590000,515000,188000,163749.8125,203296.6374,372268.1849,147418.9839,156470,173999,NA,131785.125,212499.75,441742.7018,238999.22,148000,,267520,269761.5095,350000,170707.9992,NA,163199.84,441150,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40118,304550,431980,180000,255555.4444,231249.375,304420,193332.6667,327380.6786,153728.1271,145000,263043.2174,141250,165999.7,156665.8333,NA,315397.4434,159284.75,727271.8182,212500,250000,114999.25,624999.5,245000,402380.9286,268749.625,547494.5908,317708.1563,NA,194999.25,185462.6898,295000,135986.8549,376447.5982,815476,168420.6316,427173.6413,725000,435713.9286,605000,550000,191851,180000,225948.8481,365908.4318,141111.0556,170000,152499,NA,137186.6406,224999.5,435795.0966,244999.1,142000,,271920,280159.102,365250,172221.6111,NA,171794.2821,453110,299000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40148,306860,408590,160000,245237.1905,220832.9167,294440,149999.5,315789.3158,148171.6344,176666,242186.6563,135000,155832.5417,162857,NA,332266.6605,132142.25,815340.6477,215000,262499.75,110624.4688,487499.125,250000,364999.35,276666.1333,544300.0485,288999.22,NA,191343.5188,186694.5805,260000,135938.2893,382226.1585,764583,171391.8354,398808.5357,750000,433333,560000,550000,185882,167499.625,222074.0266,386915.0187,144725.0385,157332,145000,NA,140749.9625,202272.6818,427894.4579,253409.0227,156249,,270300,276126.0869,346000,168901.1943,NA,170227.4088,437100,295000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40179,284600,383330,169999.5,250000,165999.7,274100,184999.75,324999.75,145964.614,160000,246874.0625,127900,174999.25,137140,NA,316698.1588,140666.6333,729165.75,215000,237499.25,96666,624999.5,246500,358695.0652,256249.875,527476.6703,287287.3898,NA,193686.8156,173305.1198,325000,134999.25,366777.8557,696428,170942.8491,383332.5,633500,466666,525000,495000,180909,132499.375,215983.2869,365822.1266,140175.4298,170999,140000,NA,134137.2241,220832.9167,420689.4483,263461.2692,145000,,254540,265302.7242,325000,165980.7884,NA,171035.3048,398900,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40210,278190,410230,189999.5,219230.3846,193332.6667,278350,194999.25,307575.6818,152741.2984,150000,232499.35,147599,164999.75,128181.4091,NA,283298.8963,160000,782608.5652,250000,262499.75,100952.3333,1250000,255000,336841.7368,261110.8889,533804.8962,287889.8672,NA,198128.5899,176586.4722,279540,134046.9167,372095.5963,692934,160588.2059,370512.1154,655000,380768.4231,550000,500000,181000,164999.75,204296.7891,356706.75,145302.7652,162143,162500,NA,134999.25,200000,451723.6207,234999.3,148571,,249010,265239.1727,340000,164775.546,NA,172226.2794,416500,280410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40238,300900,432720,185999.7,250000,184999.75,287800,189999.5,311956.4022,150963.3072,120000,270651.7609,136000,154285,155000,NA,290000,145999.7,790624.8375,210000,294999.1,108080,624999.5,245000,351561.9844,270454.1364,550420,291565.4337,NA,201103.874,180387.5775,275610,137585.3276,393598.0978,799528,167682.5427,377680,800000,381820,590000,525000,175499,149999.5,211538.2308,359047.0286,145384.3462,152222,132857,NA,145142.6,202272.6818,444885.9148,260714.0714,145000,,263310,280160,340000,168568.5664,NA,177910.0634,432200,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40269,307000,407830,170000,238000,193332.6667,298850,160000,311956.4022,148230,146000,265480,136250,170000,126000,NA,289710,145830,892360,275000,240620,115130,624999.5,262000,343750,263333.0667,546050,295379.5272,NA,209530,182155.0647,333000,138220,388480,799180,171428,403120,750000,475000,628000,557650,171330,180000,211670,365140,141891.7973,162000,146670,NA,132630,214999.7,442610,242306.8462,163529,,257950,284060,357000,169220.7227,NA,179710,446410,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40299,327460,472370,208330,236760,191999.4,308330,149999.5,317999.82,157520,166666,261960,145520,178570,135000,NA,297410,140910,838940,225000,280000,124440,666666,280000,367390,272058.3824,555800,284090.2273,NA,213060,189113.4684,296500,137370,391410,747023,174633.4146,386670,740000,513890,630000,525000,189540,165000,224120,368310,150308.7629,177999,127500,NA,141820,218749.625,440370,270999.58,153999,,270470,305170,380000,178005.4793,NA,183430,483800,322000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40330,313890,474520,187999.6,229463.6964,192499.375,326970,140000,335226.9205,161176.4118,106666,242856.2857,132000,174999.25,146430,NA,310870.7075,135554.7778,840685.9118,225000,257142.7143,119130,583333,274000,390321.6774,274999.5,566507.5329,285878.912,NA,214334.5757,194265.9533,315000,141895.3301,397911.3382,848557,170548.9231,444999.55,793000,468749.3125,633000,507500,190333,169999.5,212831.6018,366385.8908,145806.1613,171333,140000,NA,140888.8444,204166.5833,450934.0701,286249.275,132222,,260870,292246.2115,380000,175361.1226,NA,185130,479630,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40360,318550,458180,200000,235710,201666.6333,318110,149999.5,325581.1395,149999.5,182500,250000,144700,177999.1,140770,NA,331420,146666.3333,822674.1279,450000,239999.2,107780,400000,270000,391665.75,269117.2647,568970,288186.0495,NA,212570.3701,185217.1304,265000,144626.6343,389437.3079,777500,169458.9865,395347.8837,816000,400000,630000,510000,164500,154999.25,212962.7037,370429.4032,148147.7407,172499,100000,NA,130788.9342,210416.4583,444230.3269,239705.0882,158749,,253150,295230,354525,171122.8324,NA,183459.7426,485310,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40391,320860,440480,172500,243420,203124.9375,313200,184999.75,290150.7121,149880,134999,252780,142700,168570,132860,NA,336420,142500,794120,225000,258330,121870,333333,270000,394230,293749.125,561900,293580.2095,NA,208120,184180.1189,280000,144210,384700,709459,169999.5,369090,780000,536290,625000,514000,171180,130000,207090,378830,143098.4366,175454,127500,NA,138420,202777.7222,434480,252777.7222,131999,,252750,290490,370000,172022.9745,NA,183423.9533,468310,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40422,309720,424770,167500,225000,172221.6111,310840,94999.5,296211.197,155060,180000,247220,130000,167860,127500,NA,355900,141670,797790,250000,232500,121070,500000,249950,347830,271153.4231,557390,282594.2848,NA,209660,180679.5777,274000,141150,388850,717672,173670.2025,369230,685000,513890,608000,527500,175420,145000,199700,369660,140972.1736,161429,150000,NA,131790,208333.1667,453290,226189.9524,150000,,248050,295230,353000,170033.9217,NA,181640,451400,315000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40452,305150,444670,186670,244050,194999.25,289830,140000,275861.5517,149460,126666,240280,135000,167780,125000,NA,333970,140000,757810,220000,304550,107500,500000,275000,344740,242646.2059,519140,286231.1594,NA,205150,178871.2368,250000,140360,384570,736841,173133.6716,371740,675000,431250,618500,502500,172860,142500,218180,351250,144320.7716,154999,130000,NA,123750,234999.3,426980,229999.4,121429,,243540,282680,355000,166574.4744,NA,179920.8789,457970,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40483,296480,434420,137500,208930,180000,281400,124999.75,289842.9531,146020,125000,271880,130000,164000,113640,NA,302450,129000,861610,134999,251790,108890,750000,244000,334620,277272.1818,541220,269804.7987,NA,199340,181382.9096,283450,138340,385490,766304,163283.4179,358750,696000,416670,575000,535000,170910,190000,213260,349380,141922.9808,155999,136670,NA,121600,202083.2917,453610,241303.5217,125000,,243369.92,281780,345000,163347.2903,NA,174770,439790,299900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40513,304770,412210,173330,230000,181999.9,287080,149999.5,298808.5476,145280,118332,248440,125000,158000,113750,NA,328140,143080,753680,206250,220830,117500,449999.5,235000,350000,247499.05,499810,271874.5625,NA,205220,177158.9053,279900,134760,375790,721036,162499.875,377550,699500,453850,548000,512500,176870,163330,204290,344680,140361.4277,159166,136670,NA,131510,177776.8889,441570,233927.8929,138571,,240970,278360,354200,163585.347,NA,178238.2907,428840,297995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40544,279220,363750,160000,180000,163333.1667,257930,224999.5,279544.8636,136020,190000,244790,127000,147140,107500,NA,305570,146150,657890,193333,225000,100620,624999.5,251850,313890,236537.7308,511590,262777.5222,NA,197550,169838.2177,279000,138040,370100,632936,166128.7258,342450,575000,362500,524000,425000,152140,145000,192170,338090,132962.3148,175714,140000,NA,113330,153749.3125,411760,223809.0476,128571,,226840,268940,328750,156392.9425,NA,173720,386390,285000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40575,271370,392660,200000,190000,153332.6667,267270,216666.3333,248999.02,141360,85000,238890,125000,154000,123330,NA,286100,149230,632580,174999,200000,117270,562499.75,231000,354760,228124.4375,496540,268852.082,NA,203640,167633.2061,285000,131470,367770,645454,163209.716,328750,591500,380000,520000,452000,162110,140000,191780,315340,131428,137777,83330,NA,120340,192499.375,389650,231999.36,122500,,235790,266830,313400,155355.6869,NA,174040.9646,379250,282000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
